Poll,Date,Sample,MoE,Democratic Party,Republican Party,Spread,Election Year
"QuinnipiacQuinnipiac
",5/8 - 5/12,1475 RV,2.4,47,40,Obama +7,2008
"ABC
                            News/Wash PostABC
                            News/Wash Post",5/8 - 5/11,1122 A,--,51,44,Obama +7,2008
"POS/GQRPOS/GQR
",5/7 - 5/8,800 LV,--,48,43,Obama +5,2008
"LA
                            Times/BloombergLA
                            Times/Bloomberg",5/1 - 5/8,1986 RV,--,46,40,Obama +6,2008
"IpsosIpsos
",4/30 - 5/4,755 RV,--,46,42,Obama +4,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",5/1 - 5/3,803 LV,--,47,48,McCain +1,2008
"CBS
                            News/NY TimesCBS
                            News/NY Times",5/1 - 5/3,601 RV,4.0,51,40,Obama +11,2008
"Hotline/FDHotline/FD
",4/30 - 5/3,803 RV,--,47,43,Obama +4,2008
"CNNCNN
",4/28 - 4/30,906 RV,--,49,45,Obama +4,2008
"FOX
                            NewsFOX News
",4/28 - 4/29,900 RV,--,43,46,McCain +3,2008
"CBS News/NY
                            TimesCBS News/NY
                            Times",4/25 - 4/29,956 RV,--,45,45,Tie ,2008
"NBC/WSJNBC/WSJ
",4/25 - 4/28,1006 RV,--,46,43,Obama +3,2008
"RasmussenRasmussen
",4/24 - 4/27,1600 LV,--,46,46,Tie ,2008
"Pew
                            ResearchPew
                            Research",4/23 - 4/27,1323 RV,--,50,44,Obama +6,2008
"AP-IpsosAP-Ipsos
",4/23 - 4/27,760 RV,--,46,44,Obama +2,2008
NewsweekNewsweek,4/24 - 4/25,1203 RV,--,47,44,Obama +3,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",4/18 - 4/20,1016 A,--,47,44,Obama +3,2008
"Cook/RT
                            StrategiesCook/RT Strategies
",4/17 - 4/20,802 RV,--,45,44,Obama +1,2008
NewsweekNewsweek,4/16 - 4/17,1209 RV,--,48,44,Obama +4,2008
"Reuters/ZogbyReuters/Zogby
",4/10 - 4/13,1049 LV,--,45,45,Tie ,2008
"ABC/Wash
                            PostABC/Wash
                            Post",4/10 - 4/13,1197 A,--,49,44,Obama +5,2008
"RasmussenRasmussen
",4/10 - 4/13,1600 LV,--,42,49,McCain +7,2008
"AP-IpsosAP-Ipsos
",4/7 - 4/9,749 RV,--,45,45,Tie ,2008
"GallupGallup
",4/2 - 4/6,4380 RV,2.0,45,45,Tie ,2008
"CBS News/NY
                            TimesCBS News/NY
                            Times",3/28 - 4/2,1196 RV,--,47,42,Obama +5,2008
Hotline/FDHotline/FD,3/28 - 3/31,799 RV,--,44,46,McCain +2,2008
"RasmussenRasmussen
",3/27 - 3/30,1600 LV,--,42,47,McCain +5,2008
"NBC/WSJNBC/WSJ
",3/24 - 3/25,800 RV,--,44,42,Obama +2,2008
"Pew
                            ResearchPew
                            Research",3/19 - 3/22,"1,248 RV",--,49,43,Obama +6,2008
"FOX
                            NewsFOX News
",3/18 - 3/19,900 RV,--,43,44,McCain +1,2008
"CBS
                            NewsCBS News
",3/15 - 3/18,RV,--,48,43,Obama +5,2008
CNNCNN,3/14 - 3/16,950 RV,--,47,46,Obama +1,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",3/14 - 3/15,685 LV,--,49,47,Obama +2,2008
"Reuters/ZogbyReuters/Zogby
",3/13 - 3/14,1004 LV,--,40,46,McCain +6,2008
"NBC/WSJNBC/WSJ
",3/7 - 3/10,"1,012 RV",--,47,44,Obama +3,2008
"Cook/RT
                            StrategiesCook/RT
                            Strategies",3/6 - 3/9,802 RV,--,43,45,McCain +2,2008
NewsweekNewsweek,3/5 - 3/6,"1,215 RV",--,46,45,Obama +1,2008
"ABC/Wash
                            PostABC/Wash
                            Post",2/28 - 3/2,LV,--,53,42,Obama +11,2008
"Cook/RT
                            StrategiesCook/RT
                            Strategies",2/28 - 3/2,802 RV,--,47,38,Obama +9,2008
"LA
                            Times/BloombergLA
                            Times/Bloomberg",2/21 - 2/25,RV,--,42,44,McCain +2,2008
"AP-IpsosAP-Ipsos
",2/22 - 2/24,755 RV,--,51,41,Obama +10,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",2/21 - 2/24,1653 LV,--,47,48,McCain +1,2008
"Pew
                            ResearchPew
                            Research",2/20 - 2/24,1240 RV,--,50,43,Obama +7,2008
"CBS
                            News/NY TimesCBS
                            News/NY Times",2/20 - 2/24,1115 RV,--,50,38,Obama +12,2008
"FOX
                            NewsFOX News
",2/19 - 2/20,900 RV,--,47,43,Obama +4,2008
"Hotline/FDHotline/FD
",2/14 - 2/17,803 RV,--,48,40,Obama +8,2008
"Reuters/ZogbyReuters/Zogby
",2/13 - 2/16,928 LV,--,47,40,Obama +7,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",2/8 - 2/10,706 LV,--,50,46,Obama +4,2008
"AP-IpsosAP-Ipsos
",2/7 - 2/10,"1,029 A",--,48,42,Obama +6,2008
"TimeTime
",2/1 - 2/4,958 LV,--,48,41,Obama +7,2008
CNNCNN,2/1 - 2/3,974 RV,--,52,44,Obama +8,2008
"Cook/RT
                            StrategiesCook/RT
                            Strategies",1/31 - 2/2,855 RV,--,45,43,Obama +2,2008
"ABC/Wash
                            PostABC/Wash
                            Post",1/30 - 2/1,1249 A,--,49,46,Obama +3,2008
"FOX
                            NewsFOX
                            News",1/30 - 1/31,900 RV,--,44,43,Obama +1,2008
NPRNPR,1/29 - 1/31,1000 LV,--,47,48,McCain +1,2008
"RasmussenRasmussen
",1/25 - 1/27,1200 LV,--,41,47,McCain +6,2008
"NBC/WSJNBC/WSJ
",1/20 - 1/22,1008 A,--,42,42,Tie ,2008
"LA
                            Times/BloombergLA
                            Times/Bloomberg",1/18 - 1/22,1312 RV,--,41,42,McCain +1,2008
"RasmussenRasmussen
",1/16 - 1/17,800 LV,--,46,41,Obama +5,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",1/10 - 1/13,1106 LV,--,45,50,McCain +5,2008
"Hotline/FDHotline/FD
",1/10 - 1/12,803 RV,--,41,39,Obama +2,2008
CNNCNN,1/9 - 1/10,840 RV,--,49,48,Obama +1,2008
"RasmussenRasmussen
",1/4 - 1/6,800 LV,--,43,46,McCain +3,2008
"FOX
                            NewsFOX News
",12/18 - 12/19,900 RV,--,40,44,McCain +4,2008
ZogbyZogby,12/12 - 12/14,1000 LV,--,47,43,Obama +4,2008
CNNCNN,12/6 - 12/9,RV,--,48,48,Tie ,2008
"RasmussenRasmussen
",11/26 - 11/27,800 LV,--,44,44,Tie ,2008
"RasmussenRasmussen
",11/16 - 11/17,800 LV,--,46,43,Obama +3,2008
"GallupGallup
",11/11 - 11/14,897 RV,--,47,44,Obama +3,2008
"QuinnipiacQuinnipiac
",10/23 - 10/29,1636 RV,--,43,43,Tie ,2008
"LA
                            Times/BloombergLA
                            Times/Bloomberg",10/19 - 10/22,522 RV,--,44,36,Obama +8,2008
"FOX
                            NewsFOX
                            News",9/25 - 9/26,900 RV,--,40,38,Obama +2,2008
"RasmussenRasmussen
",9/19 - 9/20,800 LV,--,46,41,Obama +5,2008
"QuinnipiacQuinnipiac
",8/7 - 8/13,1545 LV,--,43,39,Obama +4,2008
"RasmussenRasmussen
",8/1 - 8/2,800 LV,--,46,40,Obama +6,2008
"FOX
                            NewsFOX News",7/17 - 7/18,900 RV,--,47,37,Obama +10,2008
"RasmussenRasmussen
",7/16 - 7/17,1029 LV,--,47,38,Obama +9,2008
ZogbyZogby,7/12 - 7/14,1012 LV,--,45,42,Obama +3,2008
"CNNCNN
",6/22 - 6/24,907 RV,--,48,44,Obama +4,2008
"NewsweekNewsweek
",6/20 - 6/21,831 RV,--,51,41,Obama +10,2008
"RasmussenRasmussen
",6/13 - 6/14,800 LV,--,46,38,Obama +8,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",6/11 - 6/14,927 RV,--,48,46,Obama +2,2008
"QuinnipiacQuinnipiac
",6/5 - 6/11,"1,711 RV",--,43,41,Obama +2,2008
"LA
                            Times/BloombergLA
                            Times/Bloomberg",6/7 - 6/10,1056 RV,--,47,35,Obama +12,2008
ZogbyZogby,5/17 - 5/20,993 RV,--,46,43,Obama +3,2008
Hotline/FDHotline/FD,5/16 - 5/20,800 RV,--,42,39,Obama +3,2008
"NewsweekNewsweek
",5/2 - 5/3,831 RV,--,52,39,Obama +13,2008
MaristMarist,4/26 - 5/1,823 RV,--,39,46,McCain +7,2008
"QuinnipiacQuinnipiac
",4/25 - 5/1,1166 RV,--,42,42,Tie ,2008
"Hotline/FDHotline/FD
",4/26 - 4/30,801 RV,--,48,37,Obama +11,2008
"NBC/WSJNBC/WSJ
",4/20 - 4/23,1004 A,--,45,39,Obama +6,2008
"RasmussenRasmussen
",4/9 - 4/10,800 LV,--,48,42,Obama +6,2008
"TimeTime
",4/5 - 4/9,1102 RV,--,47,42,Obama +5,2008
"LA
                            Times/BloombergLA
                            Times/Bloomberg",4/5 - 4/9,603 RV,--,48,40,Obama +8,2008
"TimeTime
",3/23 - 3/26,1102 RV,--,43,45,McCain +2,2008
"RasmussenRasmussen
",3/14 - 3/15,800 LV,--,44,44,Tie ,2008
TimeTime,3/9 - 3/12,1500 RV,--,44,41,Obama +3,2008
"American
                            Res. GroupAmerican
                            Res. Group",3/2 - 3/5,2104 LV,--,42,46,McCain +4,2008
"NewsweekNewsweek
",2/28 - 3/1,1202 RV,--,45,43,Obama +2,2008
"TimeTime
",2/23 - 2/26,1144 RV,--,46,42,Obama +4,2008
"ZogbyZogby
",2/22 - 2/24,1078 LV,--,44,40,Obama +4,2008
"QuinnipiacQuinnipiac
",2/13 - 2/19,1536 RV,--,43,43,Tie ,2008
MaristMarist,2/12 - 2/15,978 RV,--,41,44,McCain +3,2008
"USA
                            Today/GallupUSA
                            Today/Gallup",2/9 - 2/11,936 RV,--,48,48,Tie ,2008
"RasmussenRasmussen
",2/7 - 2/8,800 LV,--,44,44,Tie ,2008
"NewsweekNewsweek
",1/24 - 1/25,837 RV,--,48,42,Obama +6,2008
"TimeTime
",1/22 - 1/23,1064 RV,--,42,49,McCain +7,2008
"ABC
                            News/Wash PostABC
                            News/Wash Post",1/16 - 1/19,1000 A,--,47,45,Obama +2,2008
"RasmussenRasmussen
",1/17 - 1/18,800 LV,--,47,44,Obama +3,2008
"NewsweekNewsweek
",1/17 - 1/18,1003 A,--,46,44,Obama +2,2008
Hotline/FDHotline/FD,1/11 - 1/14,800 RV,--,38,43,McCain +5,2008
BattlegroundBattleground,1/8 - 1/11,500 LV,--,39,51,McCain +12,2008
"IBD/TIPPIBD/TIPP
",1/2 - 1/4,951 A,--,36,48,McCain +12,2008
CNNCNN,12/15 - 12/17,1019 A,--,43,47,McCain +4,2008
"RasmussenRasmussen
",12/12 - 12/13,1000 LV,--,40,46,McCain +6,2008
"NewsweekNewsweek
",12/6 - 12/7,1000 A,--,43,45,McCain +2,2008
"FOX NewsFOX
                            News",12/5 - 12/6,900 RV,--,30,49,McCain +19,2008
"RasmussenRasmussen
",11/6 - 11/7,1000 LV,--,39,47,McCain +8,2008
Poll,Date,Sample,Kerry (D),Bush (R),Spread,Election Year,
Final Results,--,--,48.3,50.7,Bush +2.4,2004,
RCP Average,10/27 - 11/1,--,47.4,48.9,Bush +1.5,2004,
MaristMarist,11/1 - 11/1,--,50,49,Kerry +1,2004,
GW/BattlegroundGW/Battleground,10/31 - 11/1,--,46,50,Bush +4,2004,
IBD/TIPPIBD/TIPP,10/30 - 11/1,--,48,50.1,Bush +2.1,2004,
CBS NewsCBS News,10/29 - 11/1,--,47,49,Bush +2,2004,
HarrisHarris,10/29 - 11/1,--,48,49,Bush +1,2004,
FOX NewsFOX News,10/30 - 10/31,--,48,46,Kerry +2,2004,
Reuters/ZogbyReuters/Zogby,10/29 - 10/31,--,47,48,Bush +1,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,10/29 - 10/31,--,49,49,Tie ,2004,
NBC/WSJNBC/WSJ,10/29 - 10/31,--,47,48,Bush +1,2004,
ABC/Wash PostABC/Wash Post,10/28 - 10/31,--,48,49,Bush +1,2004,
ARGARG,10/28 - 10/30,--,48,48,Tie ,2004,
CBS News/NY TimesCBS News/NY Times,10/28 - 10/30,--,46,49,Bush +3,2004,
Pew ResearchPew Research,10/27 - 10/30,--,48,51,Bush +3,2004,
NewsweekNewsweek,10/27 - 10/29,--,44,50,Bush +6,2004,
GW/BattlegroundGW/Battleground,10/25 - 10/28,--,46,51,Bush +5,2004,
ICRICR,10/22 - 10/26,--,45,48,Bush +3,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,10/22 - 10/24,--,46,51,Bush +5,2004,
LA TimesLA Times,10/21 - 10/24,--,48,48,Tie ,2004,
NewsweekNewsweek,10/21 - 10/22,--,46,48,Bush +2,2004,
TimeTime,10/19 - 10/21,--,46,51,Bush +5,2004,
GW/BattlegroundGW/Battleground,10/18 - 10/21,--,45,49,Bush +4,2004,
AP-IpsosAP-Ipsos,10/18 - 10/20,--,49,46,Kerry +3,2004,
MaristMarist,10/17 - 10/19,--,48,49,Bush +1,2004,
FOX NewsFOX News,10/17 - 10/18,--,42,49,Bush +7,2004,
Pew ResearchPew Research,10/15 - 10/19,--,47,47,Tie ,2004,
ABC/Wash PostABC/Wash Post,10/16 - 10/18,--,46,51,Bush +5,2004,
NBC/WSJNBC/WSJ,10/16 - 10/18,--,48,48,Tie ,2004,
HarrisHarris,10/14 - 10/17,--,44.5,49.5,Bush +5,2004,
CBS News/NY TimesCBS News/NY Times,10/14 - 10/17,--,45,47,Bush +2,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,10/14 - 10/16,--,44,52,Bush +8,2004,
TimeTime,10/14 - 10/15,--,47,48,Bush +1,2004,
NewsweekNewsweek,10/14 - 10/15,--,44,50,Bush +6,2004,
GW/BattlegroundGW/Battleground,10/11 - 10/14,--,46,49,Bush +3,2004,
ABC/Wash PostABC/Wash Post,10/11 - 10/13,--,48,48,Tie ,2004,
ZogbyZogby,10/9 - 10/11,--,45,45,Tie ,2004,
CBS NewsCBS News,10/9 - 10/11,--,45,48,Bush +3,2004,
ICRICR,10/9 - 10/11,--,43,48,Bush +5,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,10/9 - 10/10,--,49,48,Kerry +1,2004,
TimeTime,10/6 - 10/7,--,45,46,Bush +1,2004,
GW/BattlegroundGW/Battleground,10/3 - 10/7,--,46,49,Bush +3,2004,
AP-IpsosAP-Ipsos,10/4 - 10/6,--,50,46,Kerry +4,2004,
MaristMarist,10/4 - 10/5,--,46,49,Bush +3,2004,
FOX NewsFOX News,10/3 - 10/4,--,45,47,Bush +2,2004,
ICRICR,10/1 - 10/5,--,45,51,Bush +6,2004,
ARGARG,10/2 - 10/4,--,46,46,Tie ,2004,
ABC News/Wash PostABC News/Wash Post,10/1 - 10/3,--,46,51,Bush +5,2004,
CBS News/NY TimesCBS News/NY Times,10/1 - 10/3,--,47,47,Tie ,2004,
ZogbyZogby,10/1 - 10/3,--,43,46,Bush +3,2004,
Pew ResearchPew Research,10/1 - 10/3,--,44,49,Bush +5,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,10/1 - 10/3,--,49,49,Tie ,2004,
NewsweekNewsweek,9/30 - 10/2,--,47,45,Kerry +2,2004,
Sacred Heart UnivSacred Heart Univ,9/27 - 10/2,--,43,48,Bush +5,2004,
BattlegroundBattleground,9/27 - 9/30,--,44,51,Bush +7,2004,
LA TimesLA Times,9/25 - 9/28,--,45,51,Bush +6,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,9/24 - 9/26,--,44,52,Bush +8,2004,
IBD/TIPPIBD/TIPP,9/22 - 9/27,--,45,45,Tie ,2004,
ABC News/Wash PostABC News/Wash Post,9/23 - 9/26,--,45,51,Bush +6,2004,
Pew ResearchPew Research,9/22 - 9/26,--,40,48,Bush +8,2004,
TimeTime,9/21 - 9/23,--,42,48,Bush +6,2004,
FOX NewsFOX News,9/21 - 9/22,--,42,46,Bush +4,2004,
BattlegroundBattleground,9/20 - 9/23,--,45,50,Bush +5,2004,
MaristMarist,9/20 - 9/22,--,44,50,Bush +6,2004,
CBS NewsCBS News,9/20 - 9/22,--,42,51,Bush +9,2004,
AP-IpsosAP-Ipsos,9/20 - 9/22,--,45,52,Bush +7,2004,
Pew ResearchPew Research,9/17 - 9/21,--,42,45,Bush +3,2004,
NBC/WSJNBC/WSJ,9/17 - 9/19,--,46,50,Bush +4,2004,
ZogbyZogby,9/17 - 9/19,--,43,46,Bush +3,2004,
IBD/TIPPIBD/TIPP,9/14 - 9/18,--,42,45,Bush +3,2004,
ARGARG,9/7 - 9/21,--,46,47,Bush +1,2004,
CBS NewsCBS News,9/12 - 9/16,--,41,50,Bush +9,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,9/13 - 9/15,--,40,54,Bush +14,2004,
BattlegroundBattleground,9/12 - 9/15,--,45,49,Bush +4,2004,
Pew ResearchPew Research,9/11 - 9/14,--,46,47,Bush +1,2004,
HarrisHarris,9/9 - 9/13,--,48,47,Kerry +1,2004,
NewsweekNewsweek,9/9 - 9/10,--,43,49,Bush +6,2004,
IBD/TIPPIBD/TIPP,9/7 - 9/12,--,46,46,Tie ,2004,
ZogbyZogby,9/8 - 9/9,--,42,46,Bush +4,2004,
TimeTime,9/7 - 9/9,--,41,52,Bush +11,2004,
AP-IpsosAP-Ipsos,9/7 - 9/9,--,46,51,Bush +5,2004,
FOX NewsFOX News,9/7 - 9/8,--,43,47,Bush +4,2004,
ABC News/Wash PostABC News/Wash Post,9/6 - 9/8,--,43,52,Bush +9,2004,
Pew ResearchPew Research,9/8 - 9/10,--,38,54,Bush +16,2004,
CBS NewsCBS News,9/6 - 9/8,--,42,49,Bush +7,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,9/3 - 9/5,--,45,52,Bush +7,2004,
NewsweekNewsweek,9/2 - 9/3,--,41,52,Bush +11,2004,
TimeTime,8/31 - 9/2,--,41,52,Bush +11,2004,
ZogbyZogby,8/30 - 9/2,--,43,46,Bush +3,2004,
ARGARG,8/30 - 9/1,--,47,47,Tie ,2004,
ABC News/Wash PostABC News/Wash Post,8/26 - 8/29,--,48,48,Tie ,2004,
TimeTime,8/24 - 8/26,--,44,46,Bush +2,2004,
FOX NewsFOX News,8/24 - 8/25,--,44,43,Kerry +1,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,8/23 - 8/25,--,46,48,Bush +2,2004,
NBC/WSJNBC/WSJ,8/23 - 8/25,--,45,47,Bush +2,2004,
NPR - POS/GQRNPR - POS/GQR,8/21 - 8/24,--,47,43,Kerry +4,2004,
LA TimesLA Times,8/21 - 8/24,--,44,47,Bush +3,2004,
IBD/TIPPIBD/TIPP,8/17 - 8/23,--,43,43,Tie ,2004,
BattlegroundBattleground,8/15 - 8/17,--,44,43,Kerry +1,2004,
CBS NewsCBS News,8/15 - 8/18,--,46,45,Kerry +1,2004,
HarrisHarris,8/10 - 8/15,--,47,47,Tie ,2004,
ZogbyZogby,8/12 - 8/14,--,47,43,Kerry +4,2004,
GallupGallup,8/9 - 8/11,--,46,48,Bush +2,2004,
Pew ResearchPew Research,8/5 - 8/10,--,47,45,Kerry +2,2004,
TimeTime,8/3 - 8/5,--,48,43,Kerry +5,2004,
AP-IpsosAP-Ipsos,8/3 - 8/5,--,48,45,Kerry +3,2004,
Democracy Corps (D)Democracy Corps (D),8/2 - 8/5,--,49,44,Kerry +5,2004,
IBD/TIPPIBD/TIPP,8/2 - 8/5,--,45,42,Kerry +3,2004,
FOX NewsFOX News,8/3 - 8/4,--,47,43,Kerry +4,2004,
MaristMarist,7/30 - 8/2,--,47,47,Tie ,2004,
CBS NewsCBS News,7/31 - 8/1,--,48,43,Kerry +5,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,7/30 - 8/1,--,45,51,Bush +6,2004,
ABC News/Wash PostABC News/Wash Post,7/30 - 8/1,--,49,47,Kerry +2,2004,
ARGARG,7/30 - 8/1,--,49,45,Kerry +4,2004,
NewsweekNewsweek,7/29 - 7/30,--,49,42,Kerry +7,2004,
ABC News/Wash PostABC News/Wash Post,7/22 - 7/25,--,46,48,Bush +2,2004,
IBD/TIPPIBD/TIPP,7/19 - 7/24,--,44,42,Kerry +2,2004,
TimeTime,7/20 - 7/22,--,46,43,Kerry +3,2004,
QuinnipiacQuinnipiac,7/18 - 7/22,--,44,43,Kerry +1,2004,
FOX NewsFOX News,7/20 - 7/21,--,44,43,Kerry +1,2004,
NBC/WSJNBC/WSJ,7/19 - 7/21,--,45,47,Bush +2,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,7/19 - 7/21,--,47,46,Kerry +1,2004,
LA TimesLA Times,7/17 - 7/21,--,46,44,Kerry +2,2004,
Pew ResearchPew Research,7/8 - 7/18,--,46,44,Kerry +2,2004,
IBD/TIPPIBD/TIPP,7/12 - 7/17,--,42,40,Kerry +2,2004,
MaristMarist,7/12 - 7/15,--,45,44,Kerry +1,2004,
CBS News/NY TimesCBS News/NY Times,7/11 - 7/15,--,45,42,Kerry +3,2004,
Democracy Corps (D)Democracy Corps (D),7/10 - 7/13,--,48,45,Kerry +3,2004,
ABC News/Wash PostABC News/Wash Post,7/8 - 7/11,--,46,46,Tie ,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,7/8 - 7/11,--,50,45,Kerry +5,2004,
IBD/TIPPIBD/TIPP,7/6 - 7/10,--,47,43,Kerry +4,2004,
NewsweekNewsweek,7/8 - 7/9,--,47,44,Kerry +3,2004,
TimeTime,7/6 - 7/8,--,47,45,Kerry +2,2004,
ZogbyZogby,7/6 - 7/7,--,47,45,Kerry +2,2004,
AP-IpsosAP-Ipsos,7/5 - 7/7,--,45,49,Bush +4,2004,
NBC/WSJNBC/WSJ,7/6 - 7/6,--,49,41,Kerry +8,2004,
ARGARG,7/1 - 7/3,--,47,44,Kerry +3,2004,
NBC/WSJNBC/WSJ,6/25 - 6/28,--,44,45,Bush +1,2004,
CBS News/NY TimesCBS News/NY Times,6/23 - 6/27,--,42,43,Bush +1,2004,
FOX NewsFOX News,6/22 - 6/23,--,40,47,Bush +7,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,6/21 - 6/23,--,47,48,Bush +1,2004,
BattlegroundBattleground,6/20 - 6/23,--,41,43,Bush +2,2004,
GallupGallup,6/9 - 6/30,--,44,45,Bush +1,2004,
ABC News/Wash PostABC News/Wash Post,6/17 - 6/20,--,48,44,Kerry +4,2004,
IBD/TIPPIBD/TIPP,6/14 - 6/19,--,41,44,Bush +3,2004,
HarrisHarris,6/8 - 6/15,--,41,51,Bush +10,2004,
IBD/TIPPIBD/TIPP,6/8 - 6/13,--,40,43,Bush +3,2004,
Pew ResearchPew Research,6/3 - 6/13,--,42,46,Bush +4,2004,
AP-IpsosAP-Ipsos,6/7 - 6/9,--,45,46,Bush +1,2004,
FOX NewsFOX News,6/8 - 6/9,--,42,42,Tie ,2004,
LA TimesLA Times,6/5 - 6/8,--,48,42,Kerry +6,2004,
GallupGallup,6/3 - 6/6,--,50,44,Kerry +6,2004,
IBD/TIPPIBD/TIPP,6/1 - 6/6,--,41,43,Bush +2,2004,
ZogbyZogby,6/2 - 6/5,--,44,42,Kerry +2,2004,
ARGARG,6/1 - 6/3,--,46,45,Kerry +1,2004,
QuinnipiacQuinnipiac,5/18 - 5/24,--,42,43,Bush +1,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,5/21 - 5/23,--,47,46,Kerry +1,2004,
InsiderAdvantageInsiderAdvantage,5/21 - 5/22,--,43,43,Tie ,2004,
ABC News/Wash PostABC News/Wash Post,5/20 - 5/23,--,46,46,Tie ,2004,
CBS NewsCBS News,5/20 - 5/23,--,47,41,Kerry +6,2004,
FOX NewsFOX News,5/18 - 5/19,--,40,40,Tie ,2004,
IBD/TIPPIBD/TIPP,5/12 - 5/18,--,41,42,Bush +1,2004,
NewsweekNewsweek,5/13 - 5/14,--,43,42,Kerry +1,2004,
Democracy Corps (D)Democracy Corps (D),5/10 - 5/13,--,46,45,Kerry +1,2004,
ZogbyZogby,5/10 - 5/13,--,47,42,Kerry +5,2004,
CNNCNN,5/12 - 5/13,--,49,44,Kerry +5,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,5/7 - 5/9,--,45,47,Bush +2,2004,
Pew ResearchPew Research,5/3 - 5/9,--,46,43,Kerry +3,2004,
Ayres McHenryAyres McHenry,5/3 - 5/6,--,41,45,Bush +4,2004,
ARGARG,5/3 - 5/3,--,45,44,Kerry +1,2004,
IBD/TIPPIBD/TIPP,5/2 - 5/8,--,41,46,Bush +5,2004,
AP-IpsosAP-Ipsos,5/3 - 5/5,--,43,46,Bush +3,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,5/2 - 5/4,--,47,47,Tie ,2004,
NBC/WSJNBC/WSJ,5/1 - 5/3,--,42,46,Bush +4,2004,
QuinnipiacQuinnipiac,4/26 - 5/3,--,40,43,Bush +3,2004,
Sacred Heart UnivSacred Heart Univ,4/26 - 5/1,--,46,52,Bush +6,2004,
CBS News/NY TimesCBS News/NY Times,4/23 - 4/27,--,41,43,Bush +2,2004,
MaristMarist,4/20 - 4/23,--,43,47,Bush +4,2004,
FOX NewsFOX News,4/21 - 4/22,--,40,42,Bush +2,2004,
Democracy Corps (D)Democracy Corps (D),4/19 - 4/22,--,44,47,Bush +3,2004,
IBD/TIPPIBD/TIPP,4/14 - 4/19,--,40,44,Bush +4,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,4/16 - 4/18,--,44,50,Bush +6,2004,
ABC News/Wash PostABC News/Wash Post,4/15 - 4/18,--,43,48,Bush +5,2004,
ZogbyZogby,4/15 - 4/17,--,45.3,44.7,Kerry +0.6,2004,
HarrisHarris,4/8 - 4/15,--,43,46,Bush +3,2004,
InsiderAdvantageInsiderAdvantage,4/12 - 4/14,--,43,37,Kerry +6,2004,
NewsweekNewsweek,4/8 - 4/9,--,46,42,Kerry +4,2004,
ARGARG,4/6 - 4/9,--,48,43,Kerry +5,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,4/5 - 4/8,--,43,47,Bush +4,2004,
FOX NewsFOX News,4/6 - 4/7,--,42,43,Bush +1,2004,
AP-IpsosAP-Ipsos,4/5 - 4/7,--,44,45,Bush +1,2004,
ZogbyZogby,4/1 - 4/4,--,45,46,Bush +1,2004,
CBS NewsCBS News,3/30 - 4/1,--,48,43,Kerry +5,2004,
IBD/TIPPIBD/TIPP,3/29 - 4/3,--,45,43,Kerry +2,2004,
BattlegroundBattleground,3/28 - 3/31,--,39,43,Bush +4,2004,
LA TimesLA Times,3/27 - 3/30,--,47,44,Kerry +3,2004,
CNN/USA Today/GallupCNN/USA Today/Gallup,3/26 - 3/28,--,45,49,Bush +4,2004,
Pew ResearchPew Research,3/22 - 3/28,--,43,44,Bush +1,2004,
NewsweekNewsweek,3/25 - 3/26,--,43,45,Bush +2,2004,
FOX NewsFOX News,3/23 - 3/24,--,42,43,Bush +1,2004,
QuinnipiacQuinnipiac,3/16 - 3/22,--,40,46,Bush +6,2004,
AP-IpsosAP-Ipsos,3/19 - 3/21,--,43,46,Bush +3,2004,
Democracy Corps (D)Democracy Corps (D),3/16 - 3/21,--,47,50,Bush +3,2004,
InsiderAdvantageInsiderAdvantage,3/18 - 3/19,--,41,46,Bush +5,2004,
ZogbyZogby,3/17 - 3/19,--,46,46,Tie ,2004,
NewsweekNewsweek,3/18 - 3/19,--,43,45,Bush +2,2004,
CBS News/NY TimesCBS News/NY Times,3/10 - 3/14,--,38,46,Bush +8,2004,
ARGARG,3/9 - 3/11,--,48,42,Kerry +6,2004,
IBD/TIPPIBD/TIPP,3/8 - 3/11,--,40,45,Bush +5,2004,
